Sample in Buffer,Sample in Window,TRIGGER,addr_wire[11:0],douta_wire[23:0],filtered_ecg_wire[39:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX
3033,3033,0,8fa,eb851f,fff6dff000
3034,3034,0,8fb,fae148,fff6fff200
3035,3035,0,8fc,000000,fff6da2500
3036,3036,0,8fd,fa06d4,fff683c000
3037,3037,0,8fe,fc9630,fff61b0500
3038,3038,0,8ff,f4e81b,fff5bc5b00
3039,3039,0,900,eb851f,fff57d7200
3040,3040,0,901,e8f5c3,fff55e5e00
3041,3041,0,902,ed3a07,fff5538900
3042,3042,0,903,ee147b,fff5497e00
3043,3043,0,904,f69d03,fff5347200
3044,3044,0,905,f77778,fff50ee100
3045,3045,0,906,f69d03,fff4e07100
3046,3046,0,907,fa06d4,fff4b42c00
3047,3047,0,908,fa06d4,fff4949f00
3048,3048,0,909,f17e4b,fff4834c00
3049,3049,0,90a,eb851f,fff4779300
3050,3050,0,90b,eb851f,fff4648600
3051,3051,0,90c,e8f5c3,fff43d6400
3052,3052,0,90d,e740db,fff3f78f00
3053,3053,0,90e,f69d03,fff3977600
3054,3054,0,90f,f33333,fff3250600
3055,3055,0,910,f33333,fff2b3b200
3056,3056,0,911,fc9630,fff2555500
3057,3057,0,912,fc9630,fff21e4700
3058,3058,0,913,eb851f,fff213ab00
3059,3059,0,914,eaaaab,fff22f7e00
3060,3060,0,915,ed3a07,fff2615000
3061,3061,0,916,eeeeef,fff29d4a00
3062,3062,0,917,f17e4b,fff2d91600
3063,3063,0,918,f77778,fff3174400
3064,3064,0,919,ff258c,fff36ac900
3065,3065,0,91a,fd70a4,fff3e99600
3066,3066,0,91b,f4e81b,fff49bfc00
3067,3067,0,91c,f77778,fff5784200
3068,3068,0,91d,ec5f93,fff655aa00
3069,3069,0,91e,ec5f93,fff702e600
3070,3070,0,91f,e740db,fff743a000
3071,3071,0,920,eaaaab,fff6f7a100
3072,3072,0,921,e06d3a,fff60e5300
3073,3073,0,922,e8f5c3,fff49edc00
3074,3074,0,923,f33333,fff2d53e00
3075,3075,0,924,f851ec,fff0f63000
3076,3076,0,925,fbbbbc,ffef4b3200
3077,3077,0,926,f92c60,ffee183300
3078,3078,0,927,ed3a07,ffed8b1a00
3079,3079,0,928,ed3a07,ffedb58900
3080,3080,0,929,ed3a07,ffee83a100
3081,3081,0,92a,eaaaab,ffefc61300
3082,3082,0,92b,e66667,fff1341c00
3083,3083,0,92c,f40da7,fff28ab800
3084,3084,0,92d,fe4b18,fff398c300
3085,3085,0,92e,f40da7,fff4421500
3086,3086,0,92f,f40da7,fff481c000
3087,3087,0,930,f5c28f,fff4632c00
3088,3088,0,931,e740db,fff3f85800
3089,3089,0,932,e2fc96,fff3504200
3090,3090,0,933,e2fc96,fff2708800
3091,3091,0,934,e8f5c3,fff168ba00
3092,3092,0,935,eeeeef,fff0502f00
3093,3093,0,936,f851ec,ffef513d00
3094,3094,0,937,028f5c,ffeea7eb00
3095,3095,0,938,0369d0,ffee947900
3096,3096,0,939,fe4b18,ffef45a900
3097,3097,0,93a,fc9630,fff0c6f600
3098,3098,0,93b,f17e4b,fff2effa00
3099,3099,0,93c,eeeeef,fff56fb500
3100,3100,0,93d,ee147b,fff7d6ba00
3101,3101,0,93e,f258bf,fff9bf8600
3102,3102,0,93f,eeeeef,fffadcb500
3103,3103,0,940,f77778,fffb171200
3104,3104,0,941,fc9630,fffa86f500
3105,3105,0,942,fbbbbc,fff96f0b00
3106,3106,0,943,f92c60,fff81f2b00
3107,3107,0,944,fbbbbc,fff6e6c400
3108,3108,0,945,eeeeef,fff5f92600
3109,3109,0,946,e58bf3,fff567fa00
3110,3110,0,947,e2fc96,fff51bd600
3111,3111,0,948,eeeeef,fff4f11700
3112,3112,0,949,f5c28f,fff4c1e000
3113,3113,0,94a,028f5c,fff4852a00
3114,3114,0,94b,088888,fff4507e00
3115,3115,0,94c,05f92c,fff457f800
3116,3116,0,94d,ff258c,fff4d00a00
3117,3117,0,94e,f77778,fff5d28d00
3118,3118,0,94f,ed3a07,fff7482400
3119,3119,0,950,f40da7,fff8f37200
3120,3120,0,951,f40da7,fffa7c4300
3121,3121,0,952,f0a3d7,fffb93f100
3122,3122,0,953,f5c28f,fffc09b500
3123,3123,0,954,0369d0,fffbe29f00
3124,3124,0,955,07ae14,fffb525300
3125,3125,0,956,028f5c,fffaa46600
3126,3126,0,957,f92c60,fffa1ca100
3127,3127,0,958,f4e81b,fff9e4c000
3128,3128,0,959,e9d037,fff9f52a00
3129,3129,0,95a,e740db,fffa1d9100
3130,3130,0,95b,e9d037,fffa140400
3131,3131,0,95c,eaaaab,fff9974800
3132,3132,0,95d,efc963,fff8878000
3133,3133,0,95e,f92c60,fff6f53e00
3134,3134,0,95f,fa06d4,fff51bc200
3135,3135,0,960,fbbbbc,fff3513400
3136,3136,0,961,fae148,fff1e90100
3137,3137,0,962,f69d03,fff1219500
3138,3138,0,963,ec5f93,fff10d9200
3139,3139,0,964,e2fc96,fff18f7a00
3140,3140,0,965,e3d70a,fff264fe00
3141,3141,0,966,e8f5c3,fff33b0400
3142,3142,0,967,e81b4f,fff3c08400
3143,3143,0,968,ee147b,fff3be2300
3144,3144,0,969,f33333,fff31ff700
3145,3145,0,96a,fbbbbc,fff202c200
3146,3146,0,96b,fa06d4,fff0a1e800
3147,3147,0,96c,f33333,ffef4c3d00
3148,3148,0,96d,e740db,ffee470f00
3149,3149,0,96e,e8f5c3,ffedc77f00
3150,3150,0,96f,e4b17f,ffeddac200
3151,3151,0,970,ddddde,ffee663c00
3152,3152,0,971,e2fc96,ffef2c0600
3153,3153,0,972,eeeeef,ffefe35e00
3154,3154,0,973,f69d03,fff04eea00
3155,3155,0,974,f33333,fff0463100
3156,3156,0,975,f40da7,ffefc58500
3157,3157,0,976,f17e4b,ffeeead000
3158,3158,0,977,e22222,ffede58200
3159,3159,0,978,df92c6,ffece8b300
3160,3160,0,979,e2fc96,ffec1bbd00
3161,3161,0,97a,e9d037,ffeb9ef900
3162,3162,0,97b,ed3a07,ffeb819200
3163,3163,0,97c,f851ec,ffebce2d00
3164,3164,0,97d,f40da7,ffec7ea800
3165,3165,0,97e,f77778,ffed872f00
3166,3166,0,97f,efc963,ffeebf5800
3167,3167,0,980,eeeeef,ffeff7f000
3168,3168,0,981,e740db,fff0f27c00
3169,3169,0,982,e81b4f,fff181c000
3170,3170,0,983,e22222,fff1882200
3171,3171,0,984,e3d70a,fff10c4e00
3172,3172,0,985,e66667,fff02b7700
3173,3173,0,986,f33333,ffef1ec100
3174,3174,0,987,f69d03,ffee21cb00
3175,3175,0,988,eeeeef,ffed64e000
3176,3176,0,989,f0a3d7,ffed02df00
3177,3177,0,98a,e58bf3,ffecf25700
3178,3178,0,98b,deb852,ffed111300
3179,3179,0,98c,df92c6,ffed26d500
3180,3180,0,98d,e147ae,ffed01bf00
3181,3181,0,98e,da740e,ffec7e1800
3182,3182,0,98f,e06d3a,ffeb969c00
3183,3183,0,990,f0a3d7,ffea68b500
3184,3184,0,991,f69d03,ffe92f2900
3185,3185,0,992,fd70a4,ffe837c100
3186,3186,0,993,05f92c,ffe7d66200
3187,3187,0,994,051eb8,ffe85b1100
3188,3188,0,995,0bf259,ffea0aaf00
3189,3189,0,996,155555,ffed12ed00
3190,3190,0,997,222222,fff1918100
3191,3191,0,998,28f5c2,fff788c300
3192,3192,0,999,377777,fffee6be00
3193,3193,0,99a,5c28f5,0007941900
3194,3194,0,99b,769d02,00117f8d00
3195,3195,0,99c,75c28e,001c9d1200
3196,3196,0,99d,717e4a,0028d60a00
3197,3197,0,99e,5f92c5,0035e22900
3198,3198,0,99f,52c5f9,0043321300
3199,3199,0,9a0,46d3a0,004fd38300
3200,3200,0,9a1,377777,00569b8300
3201,3201,0,9a2,29d036,004c5eea00
3202,3202,0,9a3,206d3a,0044d53d00
3203,3203,0,9a4,147ae1,0040fefd00
3204,3204,0,9a5,044444,0040431f00
3205,3205,0,9a6,efc963,0040c68f00
3206,3206,0,9a7,e58bf3,0040122b00
3207,3207,0,9a8,deb852,003bcaea00
3208,3208,0,9a9,ddddde,0032646900
3209,3209,0,9aa,df92c6,002392dd00
3210,3210,0,9ab,e66667,001076bc00
3211,3211,0,9ac,ec5f93,fffb633f00
3212,3212,0,9ad,f17e4b,ffe759bc00
3213,3213,0,9ae,fae148,ffd758c500
3214,3214,0,9af,f851ec,ffcda31b00
3215,3215,0,9b0,fc9630,ffcb45f100
3216,3216,0,9b1,fe4b18,ffcfdbcc00
3217,3217,0,9b2,f0a3d7,ffd9aed900
3218,3218,0,9b3,ed3a07,ffe6291500
3219,3219,0,9b4,e66667,fff266f400
3220,3220,0,9b5,e3d70a,fffbe58400
3221,3221,0,9b6,e9d037,0000ffa500
3222,3222,0,9b7,f4e81b,000140db00
3223,3223,0,9b8,f77778,fffd60a300
3224,3224,0,9b9,fa06d4,fff6fd1e00
3225,3225,0,9ba,fae148,fff01d7600
3226,3226,0,9bb,fc9630,ffeaaef700
3227,3227,0,9bc,f17e4b,ffe8028000
3228,3228,0,9bd,ed3a07,ffe88f6400
3229,3229,0,9be,ee147b,ffebea2500
3230,3230,0,9bf,ed3a07,fff0ff6100
3231,3231,0,9c0,f4e81b,fff6711000
3232,3232,0,9c1,fa06d4,fffaf7f800
3233,3233,0,9c2,f92c60,fffdb68500
3234,3234,0,9c3,fd70a4,fffe606200
3235,3235,0,000,ff258c,fffd356400
3236,3236,0,001,fae148,fffadb1300
3237,3237,0,002,eeeeef,fff817e100
3238,3238,0,003,f17e4b,fff5a4d900
3239,3239,0,004,fe4b18,fff40b5f00
3240,3240,0,005,000000,fff3968300
3241,3241,0,006,fbbbbc,fff4515100
3242,3242,0,007,fa06d4,fff6100d00
3243,3243,0,008,f851ec,fff87e6b00
3244,3244,0,009,f33333,fffb24e600
3245,3245,0,00a,eaaaab,fffd6f8c00
3246,3246,0,00b,eaaaab,fffeca1c00
3247,3247,0,00c,e66667,fffeb95700
3248,3248,0,00d,eeeeef,fffd097a00
3249,3249,0,00e,fc9630,fff9e52d00
3250,3250,0,00f,00da74,fff5e13e00
3251,3251,0,010,01b4e8,fff1e25f00
3252,3252,0,011,000000,ffeee55500
3253,3253,0,012,f5c28f,ffedb58400
3254,3254,0,013,ee147b,ffeea98300
3255,3255,0,014,ed3a07,fff17fbc00
3256,3256,0,015,eeeeef,fff56fac00
3257,3257,0,016,f258bf,fff9646a00
3258,3258,0,017,f33333,fffc4d0d00
3259,3259,0,018,fa06d4,fffd73d700
3260,3260,0,019,01b4e8,fffcb13200
3261,3261,0,01a,0369d0,fffa73f800
3262,3262,0,01b,fbbbbc,fff792b100
3263,3263,0,01c,f5c28f,fff5055300
3264,3264,0,01d,e22222,fff3852600
3265,3265,0,01e,e81b4f,fff3632900
3266,3266,0,01f,eeeeef,fff4680800
3267,3267,0,020,eeeeef,fff5fedf00
3268,3268,0,021,f851ec,fff76fbd00
3269,3269,0,022,fd70a4,fff8275300
3270,3270,0,023,ff258c,fff7ef2000
3271,3271,0,024,fe4b18,fff6f14300
3272,3272,0,025,fe4b18,fff5a62f00
3273,3273,0,026,f17e4b,fff4998100
3274,3274,0,027,ee147b,fff43ad300
3275,3275,0,028,eb851f,fff4ac4e00
3276,3276,0,029,e66667,fff5bbff00
3277,3277,0,02a,e9d037,fff6f45500
3278,3278,0,02b,f851ec,fff7d0b500
3279,3279,0,02c,fe4b18,fff7f0e800
3280,3280,0,02d,fe4b18,fff73f1000
3281,3281,0,02e,fa06d4,fff5f22300
3282,3282,0,02f,f258bf,fff4788d00
3283,3283,0,030,f17e4b,fff34de700
3284,3284,0,031,f258bf,fff2cc1e00
3285,3285,0,032,eb851f,fff30c1600
3286,3286,0,033,e81b4f,fff3e08700
3287,3287,0,034,ed3a07,fff4ea8f00
3288,3288,0,035,f92c60,fff5c4dd00
3289,3289,0,036,000000,fff626ec00
3290,3290,0,037,000000,fff5ffe000
3291,3291,0,038,fe4b18,fff57c0100
3292,3292,0,039,f92c60,fff4f10000
3293,3293,0,03a,f258bf,fff4b86400
3294,3294,0,03b,eb851f,fff5059100
3295,3295,0,03c,e81b4f,fff5cfa000
3296,3296,0,03d,ed3a07,fff6d6aa00
3297,3297,0,03e,ed3a07,fff7b65400
3298,3298,0,03f,f4e81b,fff812e500
3299,3299,0,040,f851ec,fff7b41c00
3300,3300,0,041,f69d03,fff69efc00
3301,3301,0,042,fa06d4,fff5138900
3302,3302,0,043,fae148,fff3797b00
3303,3303,0,044,efc963,fff23b6400
3304,3304,0,045,ed3a07,fff1a77900
3305,3305,0,046,eaaaab,fff1d28f00
3306,3306,0,047,e9d037,fff2993e00
3307,3307,0,048,eaaaab,fff3a4f900
3308,3308,0,049,f77778,fff4954a00
3309,3309,0,04a,fd70a4,fff51e0a00
3310,3310,0,04b,00da74,fff528b800
3311,3311,0,04c,fe4b18,fff4d2fc00
3312,3312,0,04d,f77778,fff463f700
3313,3313,0,04e,eeeeef,fff427f300
3314,3314,0,04f,f0a3d7,fff455db00
3315,3315,0,050,eb851f,fff4f23c00
3316,3316,0,051,eb851f,fff5d52d00
3317,3317,0,052,f17e4b,fff6b60900
3318,3318,0,053,fd70a4,fff7539a00
3319,3319,0,054,07ae14,fff78ee200
3320,3320,0,055,0962fd,fff77a6a00
3321,3321,0,056,000000,fff7503200
3322,3322,0,057,fa06d4,fff75c6600
3323,3323,0,058,f5c28f,fff7d98100
3324,3324,0,059,f33333,fff8d87b00
3325,3325,0,05a,e740db,fffa29d000
3326,3326,0,05b,f33333,fffb7c7f00
3327,3327,0,05c,f77778,fffc6d4200
3328,3328,0,05d,028f5c,fffcbec600
3329,3329,0,05e,05f92c,fffc5f4700
3330,3330,0,05f,044444,fffb7d0300
3331,3331,0,060,028f5c,fffa712800
3332,3332,0,061,028f5c,fff9a65400
3333,3333,0,062,f69d03,fff96cdd00
3334,3334,0,063,f40da7,fff9e73200
3335,3335,0,064,fa06d4,fffaff9000
3336,3336,0,065,f69d03,fffc724c00
3337,3337,0,066,fc9630,fffde87800
3338,3338,0,067,0a3d71,ffff152c00
3339,3339,0,068,0ccccd,ffffd19000
3340,3340,0,069,0a3d71,0000234b00
3341,3341,0,06a,fe4b18,0000297800
3342,3342,0,06b,fd70a4,000015d700
3343,3343,0,06c,f5c28f,0000081700
3344,3344,0,06d,f258bf,000008bf00
3345,3345,0,06e,ec5f93,fffff97f00
3346,3346,0,06f,ec5f93,ffffab1200
3347,3347,0,070,f4e81b,fffeeedc00
3348,3348,0,071,028f5c,fffdb3a000
3349,3349,0,072,028f5c,fffc0c6100
3350,3350,0,073,044444,fffa387400
3351,3351,0,074,fbbbbc,fff888d300
3352,3352,0,075,f77778,fff751e700
3353,3353,0,076,efc963,fff6c20600
3354,3354,0,077,e66667,fff6d3a000
3355,3355,0,078,e81b4f,fff74d7c00
3356,3356,0,079,eb851f,fff7d48800
3357,3357,0,07a,f33333,fff8102600
3358,3358,0,07b,f5c28f,fff7bf4500
3359,3359,0,07c,f4e81b,fff6ce9a00
3360,3360,0,07d,fe4b18,fff5623c00
3361,3361,0,07e,fc9630,fff3c4ac00
3362,3362,0,07f,f4e81b,fff2541100
3363,3363,0,080,eb851f,fff15d1a00
3364,3364,0,081,e58bf3,fff1098700
3365,3365,0,082,e2fc96,fff1502f00
3366,3366,0,083,e66667,fff1f8f600
3367,3367,0,084,ec5f93,fff2af2100
3368,3368,0,085,f77778,fff3249500
3369,3369,0,086,f77778,fff3250800
3370,3370,0,087,f92c60,fff2ac4c00
3371,3371,0,088,f92c60,fff1df1c00
3372,3372,0,089,f40da7,fff100b500
3373,3373,0,08a,eaaaab,fff054a700
3374,3374,0,08b,e81b4f,fff00c2800
3375,3375,0,08c,e8f5c3,fff0381000
3376,3376,0,08d,eaaaab,fff0c81600
3377,3377,0,08e,ed3a07,fff18f8c00
3378,3378,0,08f,f258bf,fff2568e00
3379,3379,0,090,fc9630,fff2f07900
3380,3380,0,091,fe4b18,fff345cd00
3381,3381,0,092,f851ec,fff3591a00
3382,3382,0,093,f4e81b,fff342a400
3383,3383,0,094,e8f5c3,fff31ee800
3384,3384,0,095,e06d3a,fff3020500
3385,3385,0,096,e06d3a,fff2e86000
3386,3386,0,097,e147ae,fff2b8dc00
3387,3387,0,098,efc963,fff2592300
3388,3388,0,099,f40da7,fff1b40100
3389,3389,0,09a,f69d03,fff0d14200
3390,3390,0,09b,f77778,ffefcf3d00
3391,3391,0,09c,f77778,ffeee2ea00
3392,3392,0,09d,efc963,ffee3fff00
3393,3393,0,09e,e66667,ffee06ff00
3394,3394,0,09f,e3d70a,ffee3aaa00
3395,3395,0,0a0,e3d70a,ffeebfde00
3396,3396,0,0a1,e3d70a,ffef649900
3397,3397,0,0a2,e8f5c3,ffefeeb000
3398,3398,0,0a3,e58bf3,fff023e200
3399,3399,0,0a4,f17e4b,ffefe5fd00
3400,3400,0,0a5,f4e81b,ffef2e4e00
3401,3401,0,0a6,fae148,ffee234d00
3402,3402,0,0a7,ff258c,ffed0bdb00
3403,3403,0,0a8,fc9630,ffec4bbe00
3404,3404,0,0a9,0369d0,ffec556600
3405,3405,0,0aa,111111,ffed95c200
3406,3406,0,0ab,222222,fff0694200
3407,3407,0,0ac,333333,fff50bf300
3408,3408,0,0ad,4962fc,fffb9a3f00
3409,3409,0,0ae,606d39,000413d900
3410,3410,0,0af,733332,000e6e3700
3411,3411,0,0b0,7fffff,001a911100
3412,3412,0,0b1,769d02,00283f9f00
3413,3413,0,0b2,6e147a,00370a7f00
3414,3414,0,0b3,63d709,0046332a00
3415,3415,0,0b4,58bf25,0054b06100
3416,3416,0,0b5,46d3a0,0055346900
3417,3417,0,0b6,392c5f,0049a11f00
3418,3418,0,0b7,35c28f,0043581600
3419,3419,0,0b8,206d3a,0042e1b700
3420,3420,0,0b9,0a3d71,0046a3cb00
3421,3421,0,0ba,eaaaab,004b829f00
3422,3422,0,0bb,d3a06e,004de77300
3423,3423,0,0bc,d0369d,0049faf200
3424,3424,0,0bd,d55556,003efefe00
3425,3425,0,0be,ddddde,002d0c9700
3426,3426,0,0bf,e06d3a,0015e4a100
3427,3427,0,0c0,e740db,fffc8c5800
3428,3428,0,0c1,f77778,ffe49ed600
3429,3429,0,0c2,fc9630,ffd17ec500
3430,3430,0,0c3,fae148,ffc5a38f00
3431,3431,0,0c4,fae148,ffc2236000
3432,3432,0,0c5,f851ec,ffc6951e00
3433,3433,0,0c6,f0a3d7,ffd13a0700
3434,3434,0,0c7,eaaaab,ffdf65ae00
3435,3435,0,0c8,ee147b,ffee13e200
3436,3436,0,0c9,eb851f,fffa7b6100
3437,3437,0,0ca,f77778,00029cd400
3438,3438,0,0cb,fae148,00058a2b00
3439,3439,0,0cc,fc9630,00038bc500
3440,3440,0,0cd,fbbbbc,fffdebd800
3441,3441,0,0ce,ff258c,fff6a4cd00
3442,3442,0,0cf,f258bf,ffefd48600
3443,3443,0,0d0,f4e81b,ffeb4c1a00
3444,3444,0,0d1,f0a3d7,ffea19c800
3445,3445,0,0d2,f40da7,ffec6a8100
3446,3446,0,0d3,ee147b,fff178f600
3447,3447,0,0d4,f258bf,fff7dcea00
3448,3448,0,0d5,fbbbbc,fffde84a00
3449,3449,0,0d6,ff258c,00021f4a00
3450,3450,0,0d7,fa06d4,0003907d00
3451,3451,0,0d8,fa06d4,0002102400
3452,3452,0,0d9,f0a3d7,fffe2f9700
3453,3453,0,0da,ee147b,fff9104500
3454,3454,0,0db,e740db,fff3fcf200
3455,3455,0,0dc,ed3a07,fff01e0300
3456,3456,0,0dd,f4e81b,ffee2a2100
3457,3457,0,0de,ff258c,ffee527d00
3458,3458,0,0df,051eb8,fff0462800
3459,3459,0,0e0,fd70a4,fff3572700
3460,3460,0,0e1,028f5c,fff6bc3700
3461,3461,0,0e2,01b4e8,fff9bed700
3462,3462,0,0e3,f5c28f,fffbe60e00
3463,3463,0,0e4,f33333,fffd037100
3464,3464,0,0e5,efc963,fffd2b1200
3465,3465,0,0e6,f258bf,fffca56a00
3466,3466,0,0e7,f33333,fffbc43500
3467,3467,0,0e8,07ae14,fffadeae00
3468,3468,0,0e9,0a3d71,fffa33a900
3469,3469,0,0ea,0962fd,fff9f3bc00
3470,3470,0,0eb,ff258c,fffa2b8100
3471,3471,0,0ec,fd70a4,fffad7d900
3472,3472,0,0ed,fa06d4,fffbdcfc00
3473,3473,0,0ee,f5c28f,fffd111100
3474,3474,0,0ef,f5c28f,fffe40e100
3475,3475,0,0f0,f77778,ffff3c0d00
3476,3476,0,0f1,fd70a4,ffffe02b00
3477,3477,0,0f2,fd70a4,0000152f00
3478,3478,0,0f3,044444,ffffd7ed00
3479,3479,0,0f4,07ae14,ffff360700
3480,3480,0,0f5,06d3a0,fffe550800
3481,3481,0,0f6,0369d0,fffd6a6300
3482,3482,0,0f7,fd70a4,fffcb41e00
3483,3483,0,0f8,fae148,fffc6cfb00
3484,3484,0,0f9,01b4e8,fffcc17100
3485,3485,0,0fa,f77778,fffdb49f00
3486,3486,0,0fb,efc963,ffff1add00
3487,3487,0,0fc,01b4e8,0000a36e00
3488,3488,0,0fd,0da741,0001f03b00
3489,3489,0,0fe,10369d,0002b6e600
3490,3490,0,0ff,0da741,0002d34500
3491,3491,0,100,0a3d71,00025f5e00
3492,3492,0,101,000000,0001a55d00
3493,3493,0,102,fe4b18,000107dd00
3494,3494,0,103,fd70a4,0000da1900
3495,3495,0,104,ff258c,00014c1000
3496,3496,0,105,06d3a0,00025c5100
3497,3497,0,106,0f5c29,0003dfb300
3498,3498,0,107,12c5f9,0005916d00
3499,3499,0,108,17e4b1,00072c8100
3500,3500,0,109,11eb85,0008792d00
3501,3501,0,10a,111111,000963b900
3502,3502,0,10b,10369d,0009f87600
3503,3503,0,10c,0a3d71,000a603e00
3504,3504,0,10d,0962fd,000acf6400
3505,3505,0,10e,0ccccd,000b738700
3506,3506,0,10f,10369d,000c65ee00
3507,3507,0,110,1b4e81,000da71200
3508,3508,0,111,266666,000f22d900
3509,3509,0,112,266666,0010bc1c00
3510,3510,0,113,24b17e,001259a200
3511,3511,0,114,24b17e,0013efed00
3512,3512,0,115,17e4b1,00157c1b00
3513,3513,0,116,13a06d,0017018f00
3514,3514,0,117,147ae1,00187ad900
3515,3515,0,118,155555,0019dafb00
3516,3516,0,119,1eb852,001b0dca00
3517,3517,0,11a,29d036,001c001800
3518,3518,0,11b,2aaaaa,001ca84500
3519,3519,0,11c,2fc963,001d107e00
3520,3520,0,11d,2b851e,001d4eef00
3521,3521,0,11e,24b17e,001d86ca00
3522,3522,0,11f,1eb852,001dd5d700
3523,3523,0,120,1b4e81,001e4f8500
3524,3524,0,121,1c28f6,001ef74d00
3525,3525,0,122,206d3a,001fc10b00
3526,3526,0,123,281b4e,0020989600
3527,3527,0,124,30a3d7,00216a8c00
3528,3528,0,125,340da7,00222a0300
3529,3529,0,126,2e147b,0022ce1000
3530,3530,0,127,2b851e,0023535c00
3531,3531,0,128,22fc96,0023b23b00
3532,3532,0,129,1dddde,0023e37100
3533,3533,0,12a,1d036a,0023dd2900
3534,3534,0,12b,13a06d,002392fe00
3535,3535,0,12c,18bf25,0023015100
3536,3536,0,12d,2147ae,0022298100
3537,3537,0,12e,222222,002116c500
3538,3538,0,12f,258bf2,001fd96700
3539,3539,0,130,24b17e,001e826000
3540,3540,0,131,18bf25,001d1eb300
3541,3541,0,132,147ae1,001bb5d300
3542,3542,0,133,0f5c29,001a44db00
3543,3543,0,134,0e81b5,0018cc3600
3544,3544,0,135,06d3a0,0017468600
3545,3545,0,136,051eb8,0015b28c00
3546,3546,0,137,07ae14,00140c8a00
3547,3547,0,138,0e81b5,0012537f00
3548,3548,0,139,0f5c29,0010819200
3549,3549,0,13a,17e4b1,000e9bbb00
3550,3550,0,13b,11eb85,000caca600
3551,3551,0,13c,051eb8,000acc2400
3552,3552,0,13d,fbbbbc,000910e400
3553,3553,0,13e,f69d03,00078c3e00
3554,3554,0,13f,fa06d4,000645df00
3555,3555,0,140,fa06d4,0005331600
3556,3556,0,141,ff258c,0004422600
3557,3557,0,142,051eb8,00035dfa00
3558,3558,0,143,05f92c,000276fb00
3559,3559,0,144,0369d0,0001822500
3560,3560,0,145,000000,000079a200
3561,3561,0,146,f77778,ffff5ab700
3562,3562,0,147,f258bf,fffe282800
3563,3563,0,148,ec5f93,fffce4fa00
3564,3564,0,149,eeeeef,fffb9cd300
3565,3565,0,14a,ec5f93,fffa584900
3566,3566,0,14b,f77778,fff9296400
3567,3567,0,14c,fe4b18,fff81e9e00
3568,3568,0,14d,fe4b18,fff747d300
3569,3569,0,14e,ff258c,fff6add700
3570,3570,0,14f,fd70a4,fff6536500
3571,3571,0,150,f69d03,fff6349100
3572,3572,0,151,efc963,fff644c900
3573,3573,0,152,eb851f,fff6712e00
3574,3574,0,153,ec5f93,fff6a6e800
3575,3575,0,154,f0a3d7,fff6d5e500
3576,3576,0,155,fbbbbc,fff6f96900
3577,3577,0,156,ff258c,fff7140a00
3578,3578,0,157,fc9630,fff72df400
3579,3579,0,158,fae148,fff74bb900
3580,3580,0,159,fbbbbc,fff76e2c00
3581,3581,0,15a,f40da7,fff78bc500
3582,3582,0,15b,ee147b,fff795fd00
3583,3583,0,15c,eaaaab,fff77c9d00
3584,3584,0,15d,eaaaab,fff7393f00
3585,3585,0,15e,eeeeef,fff6d02900
3586,3586,0,15f,000000,fff65a1c00
3587,3587,0,160,0369d0,fff5f8ef00
3588,3588,0,161,f77778,fff5cb1f00
3589,3589,0,162,f4e81b,fff5dd3600
3590,3590,0,163,fe4b18,fff62b8c00
3591,3591,0,164,f40da7,fff69a3100
3592,3592,0,165,f0a3d7,fff7054a00
3593,3593,0,166,eaaaab,fff7433200
3594,3594,0,167,eb851f,fff742e300
3595,3595,0,168,f17e4b,fff705c900
3596,3596,0,169,fae148,fff6a3b800
3597,3597,0,16a,ff258c,fff63fc500
3598,3598,0,16b,01b4e8,fff6014700
3599,3599,0,16c,fd70a4,fff6036800
3600,3600,0,16d,fbbbbc,fff6525a00
3601,3601,0,16e,f40da7,fff6df8900
3602,3602,0,16f,f17e4b,fff78dc500
3603,3603,0,170,ee147b,fff833df00
3604,3604,0,171,f0a3d7,fff8b1ef00
3605,3605,0,172,eeeeef,fff8f00800
3606,3606,0,173,f92c60,fff8edf900
3607,3607,0,174,0369d0,fff8bc2c00
3608,3608,0,175,051eb8,fff87b1100
3609,3609,0,176,028f5c,fff84d6000
3610,3610,0,177,fae148,fff84c6d00
3611,3611,0,178,ec5f93,fff87af800
3612,3612,0,179,ec5f93,fff8c71200
3613,3613,0,17a,ec5f93,fff909af00
3614,3614,0,17b,f40da7,fff9229600
3615,3615,0,17c,f4e81b,fff8fad000
3616,3616,0,17d,fe4b18,fff89df100
3617,3617,0,17e,028f5c,fff82d6500
3618,3618,0,17f,ff258c,fff7d6e500
3619,3619,0,180,044444,fff7c3ea00
3620,3620,0,181,fae148,fff802e300
3621,3621,0,182,eb851f,fff883a900
3622,3622,0,183,e8f5c3,fff916b400
3623,3623,0,184,ed3a07,fff9822000
3624,3624,0,185,f40da7,fff999e200
3625,3625,0,186,f33333,fff9474400
3626,3626,0,187,fe4b18,fff89e5400
3627,3627,0,188,00da74,fff7ceda00
3628,3628,0,189,000000,fff71ab900
3629,3629,0,18a,01b4e8,fff6b8e700
3630,3630,0,18b,000000,fff6ca7900
3631,3631,0,18c,f69d03,fff7508300
3632,3632,0,18d,f0a3d7,fff82e5e00
3633,3633,0,18e,f258bf,fff9368a00
3634,3634,0,18f,f258bf,fffa375300
3635,3635,0,190,ee147b,fffaffe800
3636,3636,0,191,fe4b18,fffb746600
3637,3637,0,192,fbbbbc,fffb829600
